director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined
Peter Ramsey,Hugh Jackman,Kamil McFadden,English,USA,Adventure Animation Family Fantasy,rise of the guardians,Peter Ramsey Hugh Jackman Kamil McFadden Adventure Animation Family Fantasy rise of the guardians
Dean Parisot,John Michael Higgins,Richard Burgi,English,USA,Comedy Crime,fun with dick and jane,Dean Parisot John Michael Higgins Richard Burgi Comedy Crime fun with dick and jane
Edward Zwick,Tom Cruise,Tony Goldwyn,English,USA,Action Drama History War,the last samurai,Edward Zwick Tom Cruise Tony Goldwyn Action Drama History War the last samurai
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,English,USA,Action Adventure Sci-Fi,star trek,J.J. Abrams Chris Hemsworth Leonard Nimoy Action Adventure Sci-Fi star trek
Sam Raimi,J.K. Simmons,James Franco,English,USA,Action Adventure Fantasy Romance,spider-man,Sam Raimi J.K. Simmons James Franco Action Adventure Fantasy Romance spider-man
Dean DeBlois,Gerard Butler,Djimon Hounsou,English,USA,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,Dean DeBlois Gerard Butler Djimon Hounsou Action Adventure Animation Comedy Family Fantasy how to train your dragon 2
Alex Proyas,Gerard Butler,Elodie Yung,English,USA,Action Adventure Fantasy,gods of egypt,Alex Proyas Gerard Butler Elodie Yung Action Adventure Fantasy gods of egypt
Rob Cohen,Sam Shepard,Joe Morton,English,USA,Action Adventure Sci-Fi Thriller,stealth,Rob Cohen Sam Shepard Joe Morton Action Adventure Sci-Fi Thriller stealth
Zack Snyder,Matt Frewer,Billy Crudup,English,USA,Action Drama Mystery Sci-Fi,watchmen,Zack Snyder Matt Frewer Billy Crudup Action Drama Mystery Sci-Fi watchmen
Richard Donner,Jet Li,Rene Russo,English,USA,Action Crime Thriller,lethal weapon 4,Richard Donner Jet Li Rene Russo Action Crime Thriller lethal weapon 4
Ang Lee,Kevin Rankin,Regi Davis,English,USA,Action Sci-Fi,hulk,Ang Lee Kevin Rankin Regi Davis Action Sci-Fi hulk
Jon M. Chu,Channing Tatum,Dwayne Johnson,English,USA,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,Jon M. Chu Channing Tatum Dwayne Johnson Action Adventure Sci-Fi Thriller g.i. joe: retaliation
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,English,USA,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,Hironobu Sakaguchi Steve Buscemi Ming-Na Wen Action Adventure Animation Fantasy Romance Sci-Fi final fantasy: the spirits within
Joe Johnston,Chris Evans,Dominic Cooper,English,USA,Action Adventure Sci-Fi,captain america: the first avenger,Joe Johnston Chris Evans Dominic Cooper Action Adventure Sci-Fi captain america: the first avenger
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,English,UK,Action Adventure Thriller,the world is not enough,Michael Apted Colin Salmon Maria Grazia Cucinotta Action Adventure Thriller the world is not enough
Peter Weir,James D'Arcy,Lee Ingleby,English,USA,Action Adventure Drama History War,master and commander: the far side of the world,Peter Weir James D'Arcy Lee Ingleby Action Adventure Drama History War master and commander: the far side of the world
George Miller,Robin Williams,Brad Pitt,English,Australia,Animation Comedy Family Musical,happy feet 2,George Miller Robin Williams Brad Pitt Animation Comedy Family Musical happy feet 2
Louis Leterrier,Ty Burrell,Peter Mensah,English,USA,Action Adventure Sci-Fi,the incredible hulk,Louis Leterrier Ty Burrell Peter Mensah Action Adventure Sci-Fi the incredible hulk
unknown,Don Johnson,Philip Michael Thomas,English,USA,Action Crime Drama Mystery Thriller,miami vice            ,unknown Don Johnson Philip Michael Thomas Action Crime Drama Mystery Thriller miami vice            
Steven Spielberg,Mark Rylance,Penelope Wilton,English,UK,Adventure Family Fantasy,the bfg,Steven Spielberg Mark Rylance Penelope Wilton Adventure Family Fantasy the bfg
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,English,USA,Adventure Drama Thriller Western,the revenant,Alejandro G. Iñárritu Leonardo DiCaprio Tom Hardy Adventure Drama Thriller Western the revenant
David Soren,Ryan Reynolds,Snoop Dogg,English,USA,Adventure Animation Comedy Family Sport,turbo,David Soren Ryan Reynolds Snoop Dogg Adventure Animation Comedy Family Sport turbo
Gore Verbinski,Johnny Depp,Ray Winstone,English,USA,Adventure Animation Comedy Family Western,rango,Gore Verbinski Johnny Depp Ray Winstone Adventure Animation Comedy Family Western rango
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,English,USA,Adventure Animation Comedy Family,penguins of madagascar,Eric Darnell Benedict Cumberbatch Annet Mahendru Adventure Animation Comedy Family penguins of madagascar
Paul Greengrass,Matt Damon,Edgar Ramírez,English,USA,Action Mystery Thriller,the bourne ultimatum,Paul Greengrass Matt Damon Edgar Ramírez Action Mystery Thriller the bourne ultimatum
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,English,USA,Action Adventure Animation Comedy Family,kung fu panda,Mark Osborne Angelina Jolie Pitt Wayne Knight Action Adventure Animation Comedy Family kung fu panda
Peyton Reed,Judy Greer,Hayley Atwell,English,USA,Action Adventure Comedy Sci-Fi,ant-man,Peyton Reed Judy Greer Hayley Atwell Action Adventure Comedy Sci-Fi ant-man
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,English,USA,Adventure Sci-Fi Thriller,the hunger games: catching fire,Francis Lawrence Jennifer Lawrence Josh Hutcherson Adventure Sci-Fi Thriller the hunger games: catching fire
Bill Condon,Robert Pattinson,Kristen Stewart,English,USA,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Bill Condon Robert Pattinson Kristen Stewart Adventure Drama Fantasy Romance the twilight saga: breaking dawn - part 2
Steven Spielberg,Tom Cruise,Lisa Ann Walter,English,USA,Adventure Sci-Fi Thriller,war of the worlds,Steven Spielberg Tom Cruise Lisa Ann Walter Adventure Sci-Fi Thriller war of the worlds
Michael Bay,Will Smith,Henry Rollins,English,USA,Action Comedy Crime Thriller,bad boys ii,Michael Bay Will Smith Henry Rollins Action Comedy Crime Thriller bad boys ii
Chris Miller,Salma Hayek,Constance Marie,English,USA,Action Adventure Animation Comedy Family Fantasy,puss in boots,Chris Miller Salma Hayek Constance Marie Action Adventure Animation Comedy Family Fantasy puss in boots
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,English,USA,Action Crime Mystery Thriller,salt,Phillip Noyce Angelina Jolie Pitt Andre Braugher Action Crime Mystery Thriller salt
Darren Aronofsky,Anthony Hopkins,Emma Watson,English,USA,Action Adventure Drama,noah,Darren Aronofsky Anthony Hopkins Emma Watson Action Adventure Drama noah
Steven Spielberg,Toby Jones,Mackenzie Crook,English,USA,Action Adventure Family Mystery,the adventures of tintin,Steven Spielberg Toby Jones Mackenzie Crook Action Adventure Family Mystery the adventures of tintin
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,English,UK,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,Alfonso Cuarón Daniel Radcliffe Gary Oldman Adventure Family Fantasy Mystery harry potter and the prisoner of azkaban
Baz Luhrmann,Essie Davis,Bryan Brown,English,Australia,Adventure Drama Romance War,australia,Baz Luhrmann Essie Davis Bryan Brown Adventure Drama Romance War australia
M. Night Shyamalan,Will Smith,Zoë Kravitz,English,USA,Action Adventure Sci-Fi,after earth,M. Night Shyamalan Will Smith Zoë Kravitz Action Adventure Sci-Fi after earth
Eric Leighton,Alfre Woodard,D.B. Sweeney,English,USA,Adventure Animation Family Thriller,dinosaur,Eric Leighton Alfre Woodard D.B. Sweeney Adventure Animation Family Thriller dinosaur
Matt Birch,Rupert Grint,Dave Legeno,English,UK,Action Fantasy,harry potter and the deathly hallows: part ii,Matt Birch Rupert Grint Dave Legeno Action Fantasy harry potter and the deathly hallows: part ii
Shawn Levy,Robin Williams,Rami Malek,English,USA,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,Shawn Levy Robin Williams Rami Malek Adventure Comedy Family Fantasy night at the museum: secret of the tomb
Tom McGrath,J.K. Simmons,Brad Pitt,English,USA,Action Animation Comedy Family Sci-Fi,megamind,Tom McGrath J.K. Simmons Brad Pitt Action Animation Comedy Family Sci-Fi megamind
Chris Columbus,Daniel Radcliffe,Fiona Shaw,English,UK,Adventure Family Fantasy,harry potter and the sorcerer's stone,Chris Columbus Daniel Radcliffe Fiona Shaw Adventure Family Fantasy harry potter and the sorcerer's stone
Robert Schwentke,Ryan Reynolds,Jeff Bridges,English,USA,Action Comedy Fantasy,r.i.p.d.,Robert Schwentke Ryan Reynolds Jeff Bridges Action Comedy Fantasy r.i.p.d.
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Japanese,Japan,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,Hideaki Anno Mark Chinnery Shin'ya Tsukamoto Action Adventure Drama Horror Sci-Fi godzilla resurgence
Gore Verbinski,Johnny Depp,Orlando Bloom,English,USA,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Gore Verbinski Johnny Depp Orlando Bloom Action Adventure Fantasy pirates of the caribbean: the curse of the black pearl
Matt Birch,Rupert Grint,Toby Jones,English,UK,Fantasy,harry potter and the deathly hallows: part i,Matt Birch Rupert Grint Toby Jones Fantasy harry potter and the deathly hallows: part i
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,English,USA,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,Francis Lawrence Jennifer Lawrence Philip Seymour Hoffman Adventure Sci-Fi Thriller the hunger games: mockingjay - part 1
Ron Howard,Tom Hanks,Seth Gabel,English,USA,Mystery Thriller,the da vinci code,Ron Howard Tom Hanks Seth Gabel Mystery Thriller the da vinci code
Carlos Saldanha,Miguel Ferrer,Rachel Crow,English,USA,Adventure Animation Comedy Family Musical,rio 2,Carlos Saldanha Miguel Ferrer Rachel Crow Adventure Animation Comedy Family Musical rio 2
Bryan Singer,Hugh Jackman,Bruce Davison,English,Canada,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Bryan Singer Hugh Jackman Bruce Davison Action Adventure Fantasy Sci-Fi Thriller x-men 2
Justin Lin,Paul Walker,Vin Diesel,English,USA,Action Crime Thriller,fast five,Justin Lin Paul Walker Vin Diesel Action Crime Thriller fast five
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,English,USA,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,Guy Ritchie Robert Downey Jr. Eddie Marsan Action Adventure Crime Mystery Thriller sherlock holmes: a game of shadows
John McTiernan,Tony Curran,Vladimir Kulich,English,USA,Action Adventure History,the 13th warrior,John McTiernan Tony Curran Vladimir Kulich Action Adventure History the 13th warrior
Tony Gilroy,Jeremy Renner,Scott Glenn,English,USA,Action Adventure Thriller,the bourne legacy,Tony Gilroy Jeremy Renner Scott Glenn Action Adventure Thriller the bourne legacy
Joel Schumacher,Michael Gough,Vivica A. Fox,English,USA,Action,batman & robin,Joel Schumacher Michael Gough Vivica A. Fox Action batman & robin
Ron Howard,Clint Howard,T.J. Thyne,English,USA,Comedy Family Fantasy,how the grinch stole christmas,Ron Howard Clint Howard T.J. Thyne Comedy Family Fantasy how the grinch stole christmas
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,English,USA,Action Adventure Sci-Fi Thriller,the day after tomorrow,Roland Emmerich Jake Gyllenhaal Dennis Quaid Action Adventure Sci-Fi Thriller the day after tomorrow
John Woo,Tom Cruise,Dougray Scott,English,USA,Action Adventure Thriller,mission: impossible ii,John Woo Tom Cruise Dougray Scott Action Adventure Thriller mission: impossible ii
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,English,USA,Action Adventure Drama Thriller,the perfect storm,Wolfgang Petersen Karen Allen Mary Elizabeth Mastrantonio Action Adventure Drama Thriller the perfect storm
Tim Story,Chris Evans,Ioan Gruffudd,English,USA,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Tim Story Chris Evans Ioan Gruffudd Action Adventure Sci-Fi Thriller fantastic 4: rise of the silver surfer
Ang Lee,Suraj Sharma,Rafe Spall,English,USA,Adventure Drama Fantasy,life of pi,Ang Lee Suraj Sharma Rafe Spall Adventure Drama Fantasy life of pi
Mark Steven Johnson,Nicolas Cage,Matt Long,English,USA,Action Fantasy Thriller,ghost rider,Mark Steven Johnson Nicolas Cage Matt Long Action Fantasy Thriller ghost rider
Paul Greengrass,Matt Damon,Riz Ahmed,English,UK,Action Thriller,jason bourne,Paul Greengrass Matt Damon Riz Ahmed Action Thriller jason bourne
McG,Demi Moore,Bernie Mac,English,USA,Action Adventure Comedy Crime,charlie's angels: full throttle,McG Demi Moore Bernie Mac Action Adventure Comedy Crime charlie's angels: full throttle
Ridley Scott,Michael Fassbender,Charlize Theron,English,USA,Adventure Mystery Sci-Fi,prometheus,Ridley Scott Michael Fassbender Charlize Theron Adventure Mystery Sci-Fi prometheus
Rob Minkoff,Nathan Lane,Brad Garrett,English,USA,Adventure Animation Comedy Family Fantasy,stuart little 2,Rob Minkoff Nathan Lane Brad Garrett Adventure Animation Comedy Family Fantasy stuart little 2
Neill Blomkamp,Matt Damon,Sharlto Copley,English,USA,Action Drama Sci-Fi Thriller,elysium,Neill Blomkamp Matt Damon Sharlto Copley Action Drama Sci-Fi Thriller elysium
David Twohy,Vin Diesel,Alexa Davalos,English,USA,Action Adventure Sci-Fi Thriller,the chronicles of riddick,David Twohy Vin Diesel Alexa Davalos Action Adventure Sci-Fi Thriller the chronicles of riddick
Lana Wachowski,Scott Porter,Kick Gurry,English,USA,Action Family Sport,speed racer,Lana Wachowski Scott Porter Kick Gurry Action Family Sport speed racer
James L. Brooks,Shelley Conn,Domenick Lombardozzi,English,USA,Comedy Drama Romance,how do you know,James L. Brooks Shelley Conn Domenick Lombardozzi Comedy Drama Romance how do you know
James Mangold,Tom Cruise,Marc Blucas,English,USA,Action Comedy Romance,knight and day,James Mangold Tom Cruise Marc Blucas Action Comedy Romance knight and day
Joseph Kosinski,Morgan Freeman,Tom Cruise,English,USA,Action Adventure Mystery Sci-Fi,oblivion,Joseph Kosinski Morgan Freeman Tom Cruise Action Adventure Mystery Sci-Fi oblivion
George Lucas,Natalie Portman,Christopher Lee,English,USA,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,George Lucas Natalie Portman Christopher Lee Action Adventure Fantasy Sci-Fi star wars: episode iii - revenge of the sith
George Lucas,Natalie Portman,Christopher Lee,English,USA,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,George Lucas Natalie Portman Christopher Lee Action Adventure Fantasy Sci-Fi star wars: episode ii - attack of the clones
Pete Docter,Steve Buscemi,John Ratzenberger,English,USA,Adventure Animation Comedy Family Fantasy,"monsters, inc.","Pete Docter Steve Buscemi John Ratzenberger Adventure Animation Comedy Family Fantasy monsters, inc."
James Mangold,Hugh Jackman,Tao Okamoto,English,USA,Action Adventure Sci-Fi Thriller,the wolverine,James Mangold Hugh Jackman Tao Okamoto Action Adventure Sci-Fi Thriller the wolverine
George Lucas,Natalie Portman,Liam Neeson,English,USA,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,George Lucas Natalie Portman Liam Neeson Action Adventure Fantasy Sci-Fi star wars: episode i - the phantom menace
Kirk De Micco,Ryan Reynolds,Emma Stone,English,USA,Adventure Animation Comedy Family Fantasy,the croods,Kirk De Micco Ryan Reynolds Emma Stone Adventure Animation Comedy Family Fantasy the croods
Frédéric Forestier,Alain Delon,Santiago Segura,French,France,Adventure Comedy Family Fantasy,asterix at the olympic games,Frédéric Forestier Alain Delon Santiago Segura Adventure Comedy Family Fantasy asterix at the olympic games
John Woo,Nicolas Cage,Roger Willie,English,USA,Action Drama War,windtalkers,John Woo Nicolas Cage Roger Willie Action Drama War windtalkers
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,English,USA,Action Adventure Drama Fantasy,the huntsman: winter's war,Cedric Nicolas-Troyan Chris Hemsworth Sam Claflin Action Adventure Drama Fantasy the huntsman: winter's war
Alfonso Cuarón,Phaldut Sharma,Basher Savage,English,UK,Adventure Drama Sci-Fi Thriller,gravity,Alfonso Cuarón Phaldut Sharma Basher Savage Adventure Drama Sci-Fi Thriller gravity
Roger Donaldson,Jamie Renée Smith,Grant Heslov,English,USA,Action Adventure Thriller,dante's peak,Roger Donaldson Jamie Renée Smith Grant Heslov Action Adventure Thriller dante's peak
Dave Green,Stephen Amell,Noel Fisher,English,USA,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,Dave Green Stephen Amell Noel Fisher Action Adventure Comedy Sci-Fi teenage mutant ninja turtles: out of the shadows
Shawn Levy,Robin Williams,Rami Malek,English,USA,Action Adventure Comedy Family Fantasy,night at the museum,Shawn Levy Robin Williams Rami Malek Action Adventure Comedy Family Fantasy night at the museum
Brad Peyton,Dwayne Johnson,Ioan Gruffudd,English,USA,Action Adventure Drama Thriller,san andreas,Brad Peyton Dwayne Johnson Ioan Gruffudd Action Adventure Drama Thriller san andreas
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,English,UK,Action Adventure Thriller,tomorrow never dies,Roger Spottiswoode Vincent Schiavelli Colin Salmon Action Adventure Thriller tomorrow never dies
Roland Emmerich,Heath Ledger,Adam Baldwin,English,USA,Action Drama History War,the patriot,Roland Emmerich Heath Ledger Adam Baldwin Action Drama History War the patriot
